symbol,interval,variant_id,direction,threshold,regime,volume_multiplier,atr_max_pct,tp_pct,sl_pct,time_stop_min,weekly_loss_stop_pct,score,return_1d,return_7d,return_30d,return_60d,return_90d,return_180d,return_365d,dd_365d,pf_365d,trades_365d
MANAUSDT,1h,short_th40_wide_vm1.5_atr0.05_tp0.05_sl0.05_t1440_wk2,short,40,wide,1.5,0.05,0.05,0.05,1440,0.02,120.56565013270637,1.2427990937266653,8.382948160252933,-3.989370843261175,9.492436625588896,2.9784077891948257,-3.188923481042183,26.846586924336968,20.727930270051235,1.1612835497018492,93
MANAUSDT,1h,short_th40_wide_vm1.5_atr0.025_tp0.05_sl0.05_t1440_wk2,short,40,wide,1.5,0.025,0.05,0.05,1440,0.02,120.56565013270631,1.2427990937266653,8.382948160252933,-3.989370843261175,9.492436625588896,2.9784077891948257,-3.188923481042205,26.846586924336947,20.72793027005125,1.1612835497018488,93
RIFUSDT,1h,short_th40_base_vm1.5_atr0.025_tp0.035_sl0.05_t1440_wk0,short,40,base,1.5,0.025,0.035,0.05,1440,,109.17342345564543,3.4607000000000054,3.4607000000000054,-1.8437307974098038,-7.803529296791845,4.332065311848909,-5.279269943146259,38.010262143116805,19.461015648811124,1.1675580530006535,146
CHZUSDT,5m,long_th50_base_vm1.5_atr0.025_tp0.02_sl0.06_t360_wk2,long,50,base,1.5,0.025,0.02,0.06,360,0.02,107.59791777821903,-2.552997221356623,-5.701167022592513,-6.307140331033012,-1.4313452102520108,-3.4916855028683913,34.014088347841856,27.63263619563052,21.981241448446077,1.1349367628016551,248
CHZUSDT,5m,long_th50_base_vm1.5_atr0.05_tp0.02_sl0.06_t360_wk2,long,50,base,1.5,0.05,0.02,0.06,360,0.02,107.59791777821903,-2.552997221356623,-5.701167022592513,-6.307140331033012,-1.4313452102520108,-3.4916855028683913,34.014088347841856,27.63263619563052,21.981241448446077,1.1349367628016551,248
MOVRUSDT,1h,short_th50_wide_vm1.5_atr0.05_tp0.035_sl0.05_t2880_wk2,short,50,wide,1.5,0.05,0.035,0.05,2880,0.02,103.65758258971397,-0.7814442778610764,-0.7814442778610764,-7.436327234815732,-9.427415111521897,0.30509643594276437,-6.79424542035375,33.997400885644005,14.373459598392127,1.2228078317639302,72
MOVRUSDT,1h,short_th50_wide_vm1.5_atr0.05_tp0.05_sl0.05_t1440_wk2,short,50,wide,1.5,0.05,0.05,0.05,1440,0.02,102.4443212374963,-0.7814442778610764,-0.7814442778610764,-6.3218482244271845,-11.004359873866221,-1.3964670398156076,-5.5976973568690696,49.78599448428713,15.609646933181361,1.3562587042379302,81
MOVRUSDT,5m,short_th60_base_vm1.5_atr0.05_tp0.03_sl0.06_t720_wk0,short,60,base,1.5,0.05,0.03,0.06,720,,100.15370941431942,2.960600000000002,-7.830182098670157,-20.54752212219706,-16.930111405414962,-0.5480666987280669,19.012271202387154,50.418035333674574,33.193441603003954,1.0838033866721226,419
RIFUSDT,1h,short_th40_base_vm1.5_atr0.05_tp0.035_sl0.05_t1440_wk0,short,40,base,1.5,0.05,0.035,0.05,1440,,99.58648621970084,3.4607000000000054,3.4607000000000054,-1.8437307974098038,-7.803529296791845,4.332065311848909,-10.054141945312267,31.053164828482217,19.461015648811152,1.135481551644971,147
MOVRUSDT,1h,short_th50_wide_vm1.5_atr0.025_tp0.035_sl0.05_t2880_wk2,short,50,wide,1.5,0.025,0.035,0.05,2880,0.02,98.7867727801754,-0.7814442778610764,-0.7814442778610764,-7.436327234815732,-9.427415111521897,0.30509643594276437,-6.79424542035375,29.515266072667213,14.373459598392127,1.1968961653264771,71
MOVRUSDT,1h,short_th50_wide_vm1.5_atr0.025_tp0.05_sl0.05_t1440_wk2,short,50,wide,1.5,0.025,0.05,0.05,1440,0.02,94.73161912156743,-0.7814442778610764,-0.7814442778610764,-6.3218482244271845,-11.004359873866221,-1.3964670398156076,-5.5976973568690696,42.70633328978113,15.609646933181361,1.3140559761430723,80
RIFUSDT,1h,short_th40_base_vm1.5_atr0.025_tp0.035_sl0.05_t1440_wk2,short,40,base,1.5,0.025,0.035,0.05,1440,0.02,90.47080486030555,3.4607000000000054,3.4607000000000054,5.701175897252075,-0.5791275513078009,-4.998777882307737,-10.534300729591827,22.697575869055385,19.100098827522814,1.1478746995734828,103
RIFUSDT,1h,short_th50_base_vm1.5_atr0.05_tp0.035_sl0.05_t2880_wk2,short,50,base,1.5,0.05,0.035,0.05,2880,0.02,85.87079541290723,0.0,0.0,1.6589515266881572,-3.5992836742399503,-0.4011839743508605,-7.717929536314738,13.678734486739042,17.35216389827057,1.108313382916507,70
RIFUSDT,1h,short_th40_base_vm1.5_atr0.05_tp0.035_sl0.05_t1440_wk2,short,40,base,1.5,0.05,0.035,0.05,1440,0.02,79.75239839465638,3.4607000000000054,3.4607000000000054,5.701175897252075,-0.5791275513078009,-4.998777882307737,-15.04426662981312,16.512391069496267,20.13166354705762,1.104746665184962,104
MOVRUSDT,5m,short_th60_wide_vm1.5_atr0.025_tp0.03_sl0.06_t720_wk0,short,60,wide,1.5,0.025,0.03,0.06,720,,61.20222686191576,2.960600000000002,-9.688605499576475,-22.902620814189532,-24.162929219802887,4.958102599307512,-3.371496972559418,27.01871594020644,36.60684843715138,1.038888736001553,510
MOVRUSDT,5m,short_th60_wide_vm1.5_atr0.05_tp0.03_sl0.06_t720_wk0,short,60,wide,1.5,0.05,0.03,0.06,720,,61.20222686191576,2.960600000000002,-9.688605499576475,-22.902620814189532,-24.162929219802887,4.958102599307512,-3.371496972559418,27.01871594020644,36.60684843715138,1.038888736001553,510
MOVRUSDT,5m,short_th60_base_vm1.5_atr0.05_tp0.02_sl0.06_t720_wk0,short,60,base,1.5,0.05,0.02,0.06,720,,60.460395697241786,1.9603999999999955,-1.4067433465568269,-17.387057455091337,-19.69584016087763,-14.153928621208722,4.965223938718544,18.82659309494661,31.568020366227085,1.0348351913517648,470
RIFUSDT,1h,short_th50_base_vm1.5_atr0.025_tp0.035_sl0.05_t2880_wk2,short,50,base,1.5,0.025,0.035,0.05,2880,0.02,55.11152695525881,0.0,0.0,-2.844823292012666,-7.870104021808666,-4.813689049921843,-7.124424642060512,14.409850346531726,19.70334879003705,1.1179795006797884,68
MOVRUSDT,5m,short_th60_base_vm1.5_atr0.05_tp0.02_sl0.06_t720_wk2,short,60,base,1.5,0.05,0.02,0.06,720,0.02,42.229067461201375,1.9603999999999955,-5.161614742009069,-9.692136666917307,-7.754675386167831,-3.2169840301203623,-0.42188552581099437,1.7846725210764802,19.96525673301702,1.0080456082294618,215
MOVRUSDT,5m,short_th60_wide_vm1.5_atr0.025_tp0.02_sl0.04_t720_wk2,short,60,wide,1.5,0.025,0.02,0.04,720,0.02,30.273102550270657,-4.0408,-4.0408,-11.897354034444929,-8.953038691572047,-12.824158126835671,-16.428256614961413,3.8269357589399977,21.636959937318704,1.0165469338827118,202
MOVRUSDT,5m,short_th60_wide_vm1.5_atr0.05_tp0.02_sl0.04_t720_wk2,short,60,wide,1.5,0.05,0.02,0.04,720,0.02,30.273102550270657,-4.0408,-4.0408,-11.897354034444929,-8.953038691572047,-12.824158126835671,-16.428256614961413,3.8269357589399977,21.636959937318704,1.0165469338827118,202
