symbol,coin,data_start,data_end,return_1d_pct,return_3d_pct,return_7d_pct,return_14d_pct,return_30d_pct,range_3d_pct,range_7d_pct,range_14d_pct,quote_volume_7d_avg,quote_volume_14d_avg,volume_ratio_7d,volume_ratio_14d,hot_score,hot_reasons,is_hot,direction,threshold,regime,tp_pct,sl_pct,time_stop_min,base_7d_return_pct,base_7d_trades,base_7d_pf,base_7d_dd_pct,strict_7d_return_pct,strict_7d_trades,strict_7d_pf,strict_7d_dd_pct,taker_7d_return_pct,taker_7d_trades,taker_7d_pf,taker_7d_dd_pct,base_14d_return_pct,strict_14d_return_pct,taker_14d_return_pct,base_30d_return_pct,strict_30d_return_pct,taker_30d_return_pct,decision
DEXEUSDT,DEXE,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,-1.0648596321393922,-9.074733096085408,-25.46674445740956,-31.67535766813745,26.9249875807253,14.631495751827694,53.586247777119134,57.01442402687218,17287654.454820063,24510568.642751623,0.8018284836040585,1.3352877181594291,57.831347294688456,7d move;7d range,True,short,50,wide,0.007,0.04,90,46.67081797574391,122,2.257480542004572,10.031097857871309,34.12855006387592,109,1.9346850406401874,10.962466559402593,40.04065641120833,119,2.183440836736041,11.369124771712698,30.004912933784176,15.860866979460408,22.52921731427684,21.29467156550271,9.455883564808975,6.219846480411317,ready
USUSDT,US,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,6.7300079176563665,25.83430571761962,25.716950338074128,34.095996020890325,6.435057244374254,30.893153281213003,34.29752066115705,40.40660736975858,2010283.773209141,1496148.0075894927,0.754203715407114,0.549725712714249,64.0916210625202,3d move;7d move;3d range,True,long,50,wide,0.012,0.04,90,14.270495934029714,48,1.6950813382426693,5.319653663983759,12.63372660374229,46,1.6692159924188017,5.17746203432259,10.540351732693477,48,1.489668586820729,5.547751019247382,16.034194199738373,13.486627173634469,10.650266389019446,12.841792762826486,8.74798855798442,5.974044692160985,ready
LUMIAUSDT,LUMIA,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,-5.936897131122032,6.526182253858637,2.634616690432545,36.23253717890944,102.26147464204467,32.845528455284544,55.02668089647811,109.2681521321552,26168959.996746235,14996660.053931633,10.372178735958546,8.019079438515025,79.84248086128488,3d range;7d range;volume spike,True,long,60,wide,0.0035,0.04,90,5.970770559423544,28,3.4963061874557897,1.5608396714329125,8.37824422346416,26,inf,0.0,4.164091358627453,28,2.649459877074693,1.644786760548,3.321686323767503,5.72184911211302,1.4784017152233098,9.378959025020173,8.672463843875299,4.638424788471229,ready
NOTUSDT,NOT,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,1.5143866733972944,5.8142594054196195,-4.055343511450382,7.253333333333334,12.629515541865022,8.934252386002118,78.03561791689152,78.03561791689152,9534901.768977862,6858840.6467160005,2.5511642332856996,2.1005492015369116,68.96659304064943,7d range;volume spike,True,short,50,wide,0.012,0.04,180,5.673883617579922,13,2.4356796621416024,2.5502964109785813,5.562962555067141,13,2.355023331115806,2.799456919570745,4.7519075851253145,13,2.0917185992964713,2.7097102392017187,4.841059302322592,6.297292090662743,3.1149645097129586,-0.2337467103013524,6.951992311403554,-4.497033992712163,ready
RLCUSDT,RLC,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,6.729298667249295,14.725223109441043,6.799300393528651,8.700489541611024,16.115997147611118,22.843713278495905,23.51134215500945,23.51134215500945,2471373.1071142824,2260037.596124997,1.683539084566443,1.7954597054562995,56.408289463727584,3d move,True,long,50,wide,0.012,0.04,90,14.654146751970941,26,2.3893753842800485,3.4112533008328345,12.465265513910895,23,2.422579051500142,2.7079342307786614,13.596671850402764,24,2.7164210157839994,3.489206958120857,18.20668637865652,18.630819510914918,13.276977033161309,8.94502029717037,6.497028207081157,7.236435142049413,ready
BICOUSDT,BICO,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,-2.6640159045725698,-1.8444266238973661,-18.099698895951832,6.157849089332168,7.462686567164156,8.295313148071347,36.83119037743674,43.37244676227727,4138955.2815028317,3601513.5813521706,2.474444961202381,3.1316618913015635,59.21223526773616,volume spike,True,short,40,wide,0.01,0.04,90,7.661201114185734,19,3.091105905547554,1.3670303763999354,8.484333767778619,18,3.8137578469604216,0.9324170946201199,5.299923679408658,19,2.2841262711089616,1.6054654929976386,11.548441756593597,8.810423037618943,7.113430005690757,11.822801476782985,6.283454464222316,1.1837475724590263,ready
AKTUSDT,AKT,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,9.421690982598019,22.394809280377515,28.08641975308643,37.782204515272255,36.21444201312911,35.428685100457514,46.34565778159929,50.98691505877133,11222002.590869984,6415295.743569278,4.495562422669421,1.1430364576561076,83.47886910747502,3d move;7d move;3d range;7d range;volume spike,True,long,50,wide,0.007,0.04,120,8.737019442166893,35,2.018891317416687,3.8506389880592224,10.010472421440596,31,2.5277097963603907,3.4850035158737955,4.37656908141959,32,1.48087827802084,4.46504448823589,13.387381818552502,12.586639512239529,8.211637708611597,8.330134845512127,5.846103348631448,-0.35243999289698014,ready
SPACEUSDT,SPACE,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,-17.30512249443207,12.039831019915503,5.050219267223088,30.877687698272815,29.215242735340176,81.8834796488428,81.8834796488428,105.01979129183164,20950282.360059418,13626742.695801692,3.4339044919401074,2.3076426993188037,82.6443929704416,3d move;3d range;7d range;volume spike,True,long,50,wide,0.012,0.04,120,8.656281761015915,43,1.318775634865758,7.607941733189253,7.242792295874545,41,1.2800971129634893,6.103138689359691,3.785087540071763,38,1.1526751269594682,8.254184447365754,16.146031097526436,14.706831575143276,1.0155687690825754,18.221058973173054,5.460198436425445,-3.983364100218334,ready
CHRUSDT,CHR,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,-0.60606060606061,8.654244306418214,20.75471698113207,43.78082191780823,42.608695652173914,28.787205686361617,41.621885686370305,58.93640350877192,6230355.230282841,4780947.132058543,1.0822814890238899,0.8718131093919632,57.196460850322936,7d move;3d range,True,long,50,wide,0.0035,0.04,90,19.79602748949587,119,2.0957761467460845,4.03920000000001,16.230872295205966,101,2.048455274958997,4.039199999999994,10.427076381654722,106,1.6614495031874856,4.097592320000002,24.2896703332949,14.808320335063495,7.932797806019076,31.5523924568597,5.258430655378388,4.905165614211859,ready
BABYUSDT,BABY,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,-0.30364372469635637,35.30219780219779,27.67336357744654,30.636604774535805,38.63476425052779,119.03780068728524,120.09668508287294,120.09668508287294,82154214.153677,41878045.18321137,25.46497454552795,11.272595674203046,100.0,3d move;7d move;3d range;7d range;volume spike,True,long,50,wide,0.012,0.04,90,21.24553358380501,35,2.4888812847363546,3.5499945145364684,19.967451247326018,34,2.4279506046519206,3.5017353822275754,18.563186375788156,35,2.262652220411551,3.627864943741916,15.38515551632833,15.770563783682379,12.31328492049657,-0.959988684597568,2.998296791045907,-7.787994222894767,ready
TAGUSDT,TAG,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,27.28105991167402,131.61485974222896,123.61294100424539,121.05643994211289,95.10793204751565,185.47307575296622,292.6150627615063,292.6150627615063,67341299.9397113,34384276.02364777,14.048893028152875,7.023364891072936,100.0,3d move;7d move;3d range;7d range;volume spike,True,short,40,wide,0.012,0.04,90,9.02187541099908,64,1.1814334472990877,13.839861270632579,10.335285495947222,61,1.2268702576714412,12.841854544870804,4.844108832149008,63,1.0994416316332822,15.17828990705577,10.245848523276457,15.995917927159443,0.575208187815246,-13.183361806245575,2.2402943342410664,-16.665475540740637,ready
ZKJUSDT,ZKJ,2026-03-20T00:00:00+00:00,2026-05-03T23:59:59.999000+00:00,0.0,0.0,30.80531665363564,-11.80811808118083,-12.270582066072377,0.0,365.1162790697675,365.1162790697675,101086226.41611242,51977914.21396752,67.23318972673997,55.483147017277986,89.64425332290851,7d move;7d range;volume spike,True,long,50,wide,0.012,0.04,90,14.470676055319442,15,10.604223203014493,1.506699266503665,14.58525572907321,15,11.007599723857753,1.4574179754914212,13.4022830632754,15,9.259086320012027,1.585795427711514,8.825246588027724,6.407702993608577,5.9056094305886875,0.10170006082648175,0.11652006730016318,-10.87538817229664,ready
